task_id,attempt,benchmark,benchmark_version,repo,repo_label,language,agent,model_version,condition,status,runtime_sec,token_input,token_output,estimated_cost,cache_creation_input_tokens,cache_read_input_tokens,cache_creation_ephemeral_5m_input_tokens,cache_creation_ephemeral_1h_input_tokens,bedrock_quota_tokens,bedrock_cost_usd,tool_calls,shell_commands,file_reads,search_actions,files_edited,patch_size,first_file_opened,first_file_edited,first_test_command,bitloops_context_tokens,evaluator_result
nushell__nushell-12950,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,nushell/nushell,nushell,nushell,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,68.889,10,1480,0.25279375,19807,183900,19807,0,27217,0.25279375000000004,7,,,0,2,1556,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
nushell__nushell-13246,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,nushell/nushell,nushell,nushell,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,216.514,15,2617,0.36583000000000004,22492,319510,22492,0,35592,0.36583,13,,,0,2,1646,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
nushell__nushell-13605,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,nushell/nushell,nushell,nushell,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,187.458,24,5528,0.5767184999999999,23276,504302,23276,0,50940,0.535946,27,,,0,2,3693,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
nushell__nushell-13831,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,nushell/nushell,nushell,nushell,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,128.437,3086,3703,0.39352754999999995,19321,243619,19321,0,40922,0.35057075000000004,21,,,0,2,4585,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
sharkdp__bat-1892,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,261.768,4663,9914,1.3823528,50676,1293786,50676,0,104909,1.234783,61,,,0,7,8933,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
sharkdp__bat-2201,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,96.988,9,1519,0.24596569999999998,12891,125459,12891,0,20495,0.18131825000000001,17,,,0,1,1741,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
sharkdp__bat-2260,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,153.712,24,4952,0.6857844999999998,41976,599029,41976,0,66760,0.6857845,22,,,0,2,2609,,,,,
sharkdp__bat-2393,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,69.177,203,2774,0.2758065,13846,237808,13846,0,27919,0.2758065,13,,,0,3,2804,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
sharkdp__bat-2650,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,105.483,51,2709,0.36178000000000005,18838,352125,18838,0,32434,0.36178,16,,,0,2,1453,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
sharkdp__bat-2835,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,125.664,89,5046,0.5043779999999999,22424,475266,22424,0,47743,0.504378,23,,,0,2,4066,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
sharkdp__bat-3108,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,87.958,6,1319,0.31082745,12421,63715,12421,0,19022,0.14249375,22,,,0,1,869,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
sharkdp__bat-562,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,sharkdp/bat,sharkdp,sharkdp,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,43.838,341,884,0.16879024999999998,11231,81152,11231,0,15992,0.13457475,11,,,0,1,607,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-1119,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,202.812,1760,7984,0.8098247499999998,23879,785606,23879,0,65559,0.7504467499999999,45,,,0,3,7231,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-1730,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,775.922,2057,40062,2.893400700000001,87829,2384387,87829,0,290196,2.7529597499999996,55,,,0,2,3738,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-1934,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,99.25,21,3947,0.4243165,18904,414773,18904,0,38660,0.42431650000000004,19,,,0,2,1462,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-2096,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,562.149,720,27917,2.5731084500000008,62095,2731738,62095,0,202400,2.45548775,82,,,0,3,10643,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-682,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,26.446,8,896,0.12865925,9617,92226,9617,0,14105,0.12865925,5,,,0,2,1163,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-691,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,60.836,637,2833,0.28210274999999996,13821,243423,13821,0,28623,0.28210275,14,,,0,2,1719,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__axum-734,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/axum,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,47.718,11,2739,0.25346925,16025,169566,16025,0,29731,0.25346925,8,,,0,1,2764,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
tokio-rs__tokio-4384,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,169.983,35,6619,0.8791356000000001,25945,841801,25945,0,59075,0.74870675,46,,,0,6,2497,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
tokio-rs__tokio-4867,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,76.585,16,2462,0.281162,13958,264589,13958,0,26284,0.28116199999999997,13,,,0,2,954,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__tokio-4898,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,41.603,10,1334,0.18384725000000002,12577,143682,12577,0,19257,0.18384725000000002,7,,,0,2,995,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
tokio-rs__tokio-6551,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,70.506,48,2799,0.29496824999999993,16129,247894,16129,0,30172,0.29496825,15,,,0,2,1542,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__tokio-6603,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,101.656,1375,4309,0.37385474999999996,20045,267947,20045,0,42965,0.37385475,14,,,0,2,1498,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__tokio-6724,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,92.508,16,4346,0.35503300000000004,16830,282231,16830,0,38576,0.35503300000000004,14,,,0,2,4157,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__tokio-6752,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,49.318,1195,1792,0.20147875,14207,123820,14207,0,24362,0.20147875,8,,,0,1,570,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__tokio-6838,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,32.436,5,813,0.10297474999999999,9813,42587,9813,0,13883,0.10297474999999999,4,,,0,2,1172,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
tokio-rs__tokio-7139,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,tokio-rs/tokio,tokio-rs,rust,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,47.817,9,1428,0.18360925,14087,119641,14087,0,21236,0.18360925,6,,,0,2,1421,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
uutils__coreutils-6377,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,uutils/coreutils,uutils,uutils,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,256.065,475,7554,1.204409,51932,1167031,51932,0,90177,1.0993155,42,,,0,2,7050,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
uutils__coreutils-6575,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,uutils/coreutils,uutils,uutils,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,175.97,20,3848,0.6330441499999999,23583,482235,23583,0,42843,0.48481124999999997,40,,,0,2,3014,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
uutils__coreutils-6682,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,uutils/coreutils,uutils,uutils,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,89.107,10,2157,0.25136735,17259,151941,17259,0,28054,0.23781425,10,,,0,2,1921,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
uutils__coreutils-6690,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,uutils/coreutils,uutils,uutils,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,unsolved,217.0,33,7321,0.7248452500000001,25801,760798,25801,0,62439,0.72484525,31,,,0,2,1050,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
uutils__coreutils-6731,1,swebench_multilingual,datasets/swebench_multilingual.test.all.jsonl|split=test,uutils/coreutils,uutils,uutils,claude_code,eu.anthropic.claude-opus-4-6-v1,with_bitloops,solved,88.18,10,2093,0.21547110000000003,11922,136251,11922,0,22397,0.195013,11,,,0,2,2175,,,,,"{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
